Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Aruba,ABW,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8683193921205499,7.2351980334125798,10.0261792105306,10.634732599292199,26.374503210027498,26.046129800996599,21.442558804132801,22.000786163522001,21.036245110821401,20.7719361585578,20.318353365384599,20.426817708394299,20.587669145364799,20.311566765912001,26.194875238021901,25.934024413873299,25.671161782044798,26.420452085716899,26.517293415842101,27.200707780588001,26.948260472865801,27.8955739972338,26.230846644894601,25.915832947276101,24.670528873107799,24.5058352032767,13.155541690632401,8.3512942521829299,8.4083626378919991
Afghanistan,AFG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.046059896951552902,0.053604303547031398,0.073764791028505902,0.074232684571375093,0.086292451795797101,0.101467397111853,0.107636955493275,0.123734289182204,0.11549774026611399,0.086823460434764493,0.15029062684279201,0.16604204390941399,0.13076384966993501,0.13627978531774099,0.15564944352333901,0.16892864864229501,0.15478720550043301,0.18296361564052799,0.16315957096584699,0.168376670540656,0.13285860826652601,0.15197288116688601,0.16480388277477501,0.20363558172802601,0.23498771282585099,0.29782772711649402,0.27089112089165102,0.27161165914861701,0.24847256121019501,0.23569461339733699,0.21344980543082501,0.18767272369895599,0.099666474289710205,0.089154036021890301,0.0800391696659047,0.0726986180506249,0.066044698489874001,0.059648382173373898,0.055207170017343599,0.0423325971841624,0.038506339979444401,0.039002334346999797,0.048715548275578599,0.051829599939752502,0.039377827726455601,0.052948214891285102,0.0637284718722302,0.085417506362149107,0.15410142239524799,0.24172268210942099,0.29383699368892302,0.41201693826087199,0.35037058069402199,0.31560177321798899,0.29944499087551701
Angola,AGO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.097471603786658007,0.079038085014072598,0.20128907626429399,0.19253473461800399,0.20100336089301701,0.19152841093102199,0.24641278525207699,0.154911578263116,0.25631599786075299,0.41955056369222299,0.52869798790829503,0.49230223339096502,0.635214721020957,0.67062432329938604,0.65202336313931797,0.57469314266918303,0.415850303449046,0.43475503837910001,0.64617920387500405,0.63694423701568303,0.59871734285938305,0.57120190400634696,0.48525154464193698,0.51507154665096999,0.48739569387781101,0.44312144301059397,0.42676872168824298,0.51842780008464795,0.44555734391480001,0.42352427705642498,0.420284253935093,0.40545010509464902,0.40067865251888402,0.43088925817238699,0.28109257937530602,0.76917342596121396,0.71230634143842997,0.48920937735954501,0.47137391015844698,0.57408359470602899,0.58035266144408904,0.57304749274962796,0.72076884936357599,0.49797507263627999,0.99616547816154999,0.97974002561917495,1.0988838981998099,1.1978439815775901,1.18152675944487,1.23249451530002,1.24340558491456,1.2527892548546999,1.33084301775372,1.25461721786853,1.2913283150447701
Albania,ALB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.2581949278965701,1.37418604651163,1.4399559637916699,1.1816811441597499,1.11174195966673,1.1660990427345499,1.3330554645866199,1.36374630010816,1.5195512769795601,1.5589675720987,1.7532399054263701,1.98949792330655,2.51591439803203,2.3038974168739199,1.84900669071079,1.9106336370414401,2.0135845624573401,2.27587639136105,2.5306250404283901,2.8982085175824901,1.9350583103199599,2.69302391440235,2.6248567851342401,2.6832399189862,2.69429137362284,2.6580153820104302,2.6653562206485399,2.4140608151822298,2.3315985305199698,2.7832430746143899,1.67810665434977,1.31221260013653,0.77472491091114104,0.72379029196969502,0.60020370776820597,0.65453713300524796,0.63662531293076796,0.49036505953566401,0.56027143738433105,0.96016441186858603,0.97817468089466397,1.0533041759403801,1.22954070946998,1.4126971959615999,1.37621273504355,1.4124982110166799,1.3025763672216299,1.3223348553223799,1.4843111388878101,1.4956001993496899,1.57857358391855,1.8037147248291401,1.6929083254349999,1.7492110786116599,1.97876331208568
Andorra,AND,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4673356693390103,7.1824566356690402,6.9120533894851199,6.7360548457463398,6.4942004243981,6.6620516836335204,7.0650714729645703,7.2397127178323304,7.6607838857534798,7.9754544042255704,8.0192842942345894,7.7869500007424897,7.59061514082999,7.3157607061845802,7.3586249409789604,7.2998719362978202,6.7462187156597704,6.5194659119770701,6.4278866219100603,6.1216523406975902,6.1225947021279099,5.8671299447170799,5.9165969113561596,5.9007525870178696,5.8321699506456497
Arab World,ARB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.64368901123003497,0.68515088430375304,0.76085450666565602,0.87494118907489404,0.99909765517586802,1.16570538554791,1.2726506720980999,1.3314043954937,1.5449425265741501,1.7899133922299599,1.8012454619688401,1.99348621498905,2.1098716033859799,2.3967997263405199,2.2734407451074898,2.1842635253381899,2.5687100351715899,2.6316283657927899,2.74324132986639,2.8426551160777001,3.0692088186517101,2.9070579090435098,2.70111659026007,2.7933569281706401,2.95631815401986,3.0355580133069102,3.2555365884613798,3.1688218560532699,3.2644890318901498,3.2261271283550998,2.98900807203007,3.2072246193607001,3.38524699849718,3.6383785499767298,3.6448588941198099,3.39819976513588,3.30479368251441,3.1248484915553298,3.3295482758864599,3.3095533921834699,3.6844412717697099,3.5903029645052298,3.58803558092715,3.7798890112804902,4.0514651687707701,4.16848625623531,4.2682398661552297,4.10022627300118,4.3904014343738904,4.5421514513715904,4.6157582014752903,4.5377552360292803,4.8136307267086202,4.6504741684854203,4.8602338324201497
United Arab Emirates,ARE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.118757691560334,0.10883673994341,0.16301835123408501,0.17522259210295801,0.13235495816760401,0.14632686450033899,0.15995039911266801,5.3836848070564898,6.78577355153553,100.697669512315,64.745013779251707,75.981532093770596,70.483627839884605,77.120987275098599,66.4606991624307,56.0511379626356,61.290207947222598,51.844643284405997,52.582899390093701,38.4518097979077,35.404119786949899,32.881628155946103,30.9964608316625,28.204990982075898,35.188212469225903,35.890969568355501,32.083989599366397,30.5583724926604,29.2102299183078,31.028826173391,27.9592452103943,28.9391353210567,27.861368449453899,29.890451004686501,31.4043975873089,28.8469907955668,15.970081524064399,15.424431390994799,28.714321502248801,26.228427709073301,35.678259229617197,30.491153422456499,24.151248905119498,28.552553066170098,27.7012080194113,25.362372646117699,23.6310894324949,22.439801213322099,22.823947192149799,21.908556083675901,19.4436902679391,19.0764887762721,19.817684223488399,18.9541637858011,23.302022507881599
Argentina,ARG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.3674730316466701,2.4426158983713901,2.5223921045043798,2.3163563323010399,2.5383793033128601,2.6417143441819202,2.79265379931697,2.85816229692368,2.9698545797870599,3.2758509949192098,3.4511597978030202,3.6500786183816198,3.6378585131252898,3.7307911177982098,3.7266989662425201,3.64182249762391,3.7687740735861599,3.7498713938039501,3.7627503685147499,3.99873311936549,3.8688530673715098,3.5749678629330401,3.5670867894091298,3.5720420938729802,3.5601425344635298,3.3103270703535599,3.3772449995858298,3.6691687251226801,3.8204455678453,3.62920190365843,3.42648198325077,3.5277038100775,3.6057491169776701,3.4571645494021799,3.5420950187821298,3.6566455818282102,3.8114572852460999,3.8512026954089298,3.8578709157076201,4.0106987631653599,3.8355736654533099,3.5685998661009402,3.2915477348923998,3.5255842701078501,4.0690583798638604,4.1412368138059703,4.4348214522702696,4.3826688837170398,4.6829123953018197,4.4108898935712499,4.5584996117178598,4.6002906986862797,4.5693836760134801,4.4629037545317702,4.7467974546732501
Armenia,ARM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6924730089665101,0.75998350330558295,0.82415536322274496,1.0599774596545799,0.80904641888255702,1.0323029754050801,1.0816921243844699,0.97580362943939802,1.1289186040602199,1.16116768366138,1.0032014929972899,1.1361383071012501,1.21475152402243,1.46003047705684,1.4811779618049701,1.72657017117982,1.91153764158145,1.5094118779304999,1.4656218948872799,1.7100707648297899,1.9760600737979701,1.89971173409172,1.9027589101994999
American Samoa,ASM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC
